MATTR 1.0.6877.18766 2018/10/31


动物安详_05_departw.txt
MATTR(100): 0.755
610	0.720	墙上
611	0.720	墙下
612	0.720	这些
613	0.720	位置
614	0.720	似乎
615	0.720	就是
616	0.720	它们
617	0.710	的
618	0.710	而
619	0.720	西墙
620	0.720	下放
621	0.720	了
622	0.730	羊
623	0.730	鹿
624	0.740	石鱼
625	0.740	和
626	0.740	角虫石
627	0.740	东墙
628	0.740	下
629	0.730	是
630	0.730	水晶
631	0.730	猫
632	0.720	水晶
633	0.720	狗
634	0.730	龟和狐
635	0.730	南墙
636	0.720	下
637	0.730	安放
638	0.720	了
639	0.720	石
640	0.720	麒麟
641	0.720	北墙
642	0.710	的
643	0.710	沙发
644	0.720	靠背
645	0.720	顶上
646	0.730	一溜儿
647	0.720	是
648	0.730	海百合
649	0.730	化石
650	0.740	三叶虫
651	0.740	化石
652	0.740	象牙
653	0.730	化石
654	0.740	鸵鸟
655	0.740	马头
656	0.740	石
657	0.740	猴头
658	0.730	石
659	0.730	安置
660	0.740	毕
661	0.730	了
662	0.740	将
663	0.750	一尊
664	0.750	巨大
665	0.750	的
666	0.750	木雕
667	0.760	佛祖
668	0.760	奉
669	0.760	在
670	0.770	厅
671	0.780	中
672	0.770	的
673	0.760	一个
674	0.760	石
675	0.760	桌上
676	0.770	给
677	0.770	佛上
678	0.760	了
679	0.760	一柱
680	0.770	香
681	0.770	想
682	0.770	佛法无边
683	0.780	它
684	0.790	可以
685	0.800	管住
686	0.800	人性
687	0.810	也
688	0.800	可以
689	0.800	管住
690	0.800	兽性
691	0.790	的
692	0.790	又
693	0.780	想
694	0.780	人为
695	0.780	灵
696	0.790	兽
697	0.800	为
698	0.800	半灵
699	0.810	既有
700	0.820	灵气
701	0.820	必
702	0.820	有鬼
703	0.820	气
704	0.820	遂
705	0.820	画
706	0.810	了
707	0.800	一个
708	0.800	钟馗
709	0.800	挂
710	0.790	在
711	0.790	门
712	0.790	后
713	0.790	还
714	0.790	觉得
715	0.790	不够
716	0.790	书写
717	0.790	了
718	0.790	古书
719	0.780	中
720	0.770	的
721	0.780	一段话
722	0.780	贴
723	0.770	在
724	0.760	沙发
725	0.750	后
726	0.740	的
727	0.740	空
728	0.750	墙上
729	0.760	这段话
730	0.760	是
731	0.760	碗
732	0.760	大
733	0.760	一片
734	0.760	赤县神州
735	0.760	众生
736	0.760	塞满
737	0.760	原是
738	0.770	假合
739	0.780	若
740	0.780	复件
741	0.780	件
742	0.790	认真
743	0.800	争竟
744	0.800	何
745	0.800	已
746	0.800	至今
747	0.810	再
748	0.810	未
749	0.820	做
750	0.820	过
751	0.830	它们
752	0.830	争吵
753	0.830	之梦
754	0.830	平日
755	0.830	没事
756	0.840	在家
757	0.840	看看
758	0.850	这个
759	0.850	瞧瞧
760	0.850	那个
761	0.860	都
762	0.860	觉
763	0.860	顺眼
764	0.850	也
765	0.860	甚
766	0.860	和谐
767	0.860	这
768	0.860	恐怕
769	0.860	是
770	0.860	佛
771	0.860	的
772	0.870	作用
773	0.870	也
774	0.860	恐怕
775	0.850	是
776	0.840	钟馗
777	0.840	和
778	0.850	那段
779	0.850	古句
780	0.840	的
781	0.840	作用
782	0.840	吧
